Run,Center.Name,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample.Name,BioProject,create_date,AvgSpotLen,Bases,Bytes,tissue,Library.Name,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Cultivar,dev_stage,Age,isolate,Ecotype,treatment,sample_type,replicate,Collection_Date,Temp,source_name,collected_by,BIOMATERIAL_PROVIDER,genotype,Sample_name,AssemblyName,Collection_time,external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,intentional_duplicate..run.,growth_protocol,Developmental_stage,disease,isolation_source,Broker_name,Organism_part,Experimental_Factor._sampling_time..exp.,growth_condition,INSDC_center_alias,Scientific_Name,ENA.FIRST.PUBLIC,ENA.LAST.UPDATE,Host,lat_lon,estimated_size,isolation_and_growth_condition,number_of_replicons,plant_developmental_stage,plant_growth_medium,plant_structure,ID,PHENOTYPE,Library,timepoint,lab_host,Development_stage,agent,Group,inbred_line,time_point,strain,population,env_broad_scale,env_local_scale,env_medium,host_tissue_sampled,cell_line,growth_facility,light_regimen,organism_common_name,plant_treatment,ploidy,Sample_id,soil_ph,subspecific_genetic_lineage_name,subspecific_genetic_lineage_rank,watering_regimen,DPI,Host_Age,host_body_habitat,host_last_meal,host_life_stage,variety,tissue_type,Biosample_attributes,isol_growth_condt,Label,replication,Tissue,Sample.Name,Library.Name,Cultivar,dev_stage,Age,genotype,Sample_name,Scientific_Name,variety,tissue,Tissue,Tissue_type,BioProject,Variety,Condition,Study_type,Variety_type,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name
SRR6122660,SEOUL NATIONAL UNIVERSITY,SRX3235304,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-Up-1,PRJNA223222,2017,202,1431880232,979651526,Leaves,Mock-Up-1,Mexico,North America,Plant,NA,CM334-61,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-Up-1,Mock-Up-1,CM334-61,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122661,SEOUL NATIONAL UNIVERSITY,SRX3235303,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-Up-2,PRJNA223222,2017,202,1475131058,1007745801,Leaves,Mock-Up-2,Mexico,North America,Plant,NA,CM334-62,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-Up-2,Mock-Up-2,CM334-62,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122662,SEOUL NATIONAL UNIVERSITY,SRX3235302,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,PepMov-30m-1,PRJNA223222,2017,202,1392969578,866339697,Leaves,PepMov-30m-1,Mexico,North America,Plant,NA,CM334-63,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,PepMov-30m-1,PepMov-30m-1,CM334-63,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122663,SEOUL NATIONAL UNIVERSITY,SRX3235301,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,PepMov-30m-2,PRJNA223222,2017,202,1050611696,652678089,Leaves,PepMov-30m-2,Mexico,North America,Plant,NA,CM334-64,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,PepMov-30m-2,PepMov-30m-2,CM334-64,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122664,SEOUL NATIONAL UNIVERSITY,SRX3235300,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-3D-3,PRJNA223222,2017,202,1740054866,1185830653,Leaves,Mock-3D-3,Mexico,North America,Plant,NA,CM334-60,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-3D-3,Mock-3D-3,CM334-60,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122665,SEOUL NATIONAL UNIVERSITY,SRX3235299,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-3D-2,PRJNA223222,2017,202,1557792690,1064875478,Leaves,Mock-3D-2,Mexico,North America,Plant,NA,CM334-59,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-3D-2,Mock-3D-2,CM334-59,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122666,SEOUL NATIONAL UNIVERSITY,SRX3235298,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-1D-1,PRJNA223222,2017,202,1409605288,961367552,Leaves,Mock-1D-1,Mexico,North America,Plant,NA,CM334-52,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-1D-1,Mock-1D-1,CM334-52,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122667,SEOUL NATIONAL UNIVERSITY,SRX3235297,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-4h-3,PRJNA223222,2017,202,1697291668,1149268178,Leaves,Mock-4h-3,Mexico,North America,Plant,NA,CM334-51,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-4h-3,Mock-4h-3,CM334-51,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122668,SEOUL NATIONAL UNIVERSITY,SRX3235296,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-1D-3,PRJNA223222,2017,202,1524084748,1032267884,Leaves,Mock-1D-3,Mexico,North America,Plant,NA,CM334-54,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-1D-3,Mock-1D-3,CM334-54,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122669,SEOUL NATIONAL UNIVERSITY,SRX3235295,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-1D-2,PRJNA223222,2017,202,1416008688,968288406,Leaves,Mock-1D-2,Mexico,North America,Plant,NA,CM334-53,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-1D-2,Mock-1D-2,CM334-53,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122670,SEOUL NATIONAL UNIVERSITY,SRX3235294,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-2D-2,PRJNA223222,2017,202,1659270622,1129706570,Leaves,Mock-2D-2,Mexico,North America,Plant,NA,CM334-56,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-2D-2,Mock-2D-2,CM334-56,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122671,SEOUL NATIONAL UNIVERSITY,SRX3235293,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-2D-1,PRJNA223222,2017,202,1892111174,1293202605,Leaves,Mock-2D-1,Mexico,North America,Plant,NA,CM334-55,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-2D-1,Mock-2D-1,CM334-55,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122672,SEOUL NATIONAL UNIVERSITY,SRX3235292,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-3D-1,PRJNA223222,2017,202,1347935294,915801748,Leaves,Mock-3D-1,Mexico,North America,Plant,NA,CM334-58,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-3D-1,Mock-3D-1,CM334-58,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122673,SEOUL NATIONAL UNIVERSITY,SRX3235291,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-2D-3,PRJNA223222,2017,202,1667211242,1140525479,Leaves,Mock-2D-3,Mexico,North America,Plant,NA,CM334-57,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-2D-3,Mock-2D-3,CM334-57,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122674,SEOUL NATIONAL UNIVERSITY,SRX3235290,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-4h-1,PRJNA223222,2017,202,1497089468,1018033386,Leaves,Mock-4h-1,Mexico,North America,Plant,NA,CM334-49,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-4h-1,Mock-4h-1,CM334-49,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122675,SEOUL NATIONAL UNIVERSITY,SRX3235289,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-4h-2,PRJNA223222,2017,202,2819852330,1913859954,Leaves,Mock-4h-2,Mexico,North America,Plant,NA,CM334-50,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-4h-2,Mock-4h-2,CM334-50,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122676,SEOUL NATIONAL UNIVERSITY,SRX3235288,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-0h-1,PRJNA223222,2017,202,1439003964,978282153,Leaves,Mock-0h-1,Mexico,North America,Plant,NA,CM334-43,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-0h-1,Mock-0h-1,CM334-43,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122677,SEOUL NATIONAL UNIVERSITY,SRX3235287,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-0h-2,PRJNA223222,2017,202,1159395564,791193062,Leaves,Mock-0h-2,Mexico,North America,Plant,NA,CM334-44,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-0h-2,Mock-0h-2,CM334-44,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122678,SEOUL NATIONAL UNIVERSITY,SRX3235286,Illumina HiSeq 2000,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,PRB10-2,PRJNA223222,2017,50,355501150,345919943,Pericarp,PRB10-2,Mexico,North America,Plant,NA,CM334-41,Breaker plus10,48 days post inoculation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,PRB10-2,PRB10-2,CM334-41,Breaker plus10,48 days post inoculation,NA,NA,NA,NA,Pericarp,Pericarp,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122679,SEOUL NATIONAL UNIVERSITY,SRX3235285,Illumina HiSeq 2000,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,PRB10-3,PRJNA223222,2017,50,487012350,474413484,Pericarp,PRB10-3,Mexico,North America,Plant,NA,CM334-42,Breaker plus10,48 days post inoculation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,PRB10-3,PRB10-3,CM334-42,Breaker plus10,48 days post inoculation,NA,NA,NA,NA,Pericarp,Pericarp,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122680,SEOUL NATIONAL UNIVERSITY,SRX3235284,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-30m-2,PRJNA223222,2017,202,1507940100,1026121824,Leaves,Mock-30m-2,Mexico,North America,Plant,NA,CM334-47,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-30m-2,Mock-30m-2,CM334-47,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122681,SEOUL NATIONAL UNIVERSITY,SRX3235283,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-30m-3,PRJNA223222,2017,202,1160955206,789217418,Leaves,Mock-30m-3,Mexico,North America,Plant,NA,CM334-48,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-30m-3,Mock-30m-3,CM334-48,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122682,SEOUL NATIONAL UNIVERSITY,SRX3235282,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-0h-3,PRJNA223222,2017,202,1438963160,981138148,Leaves,Mock-0h-3,Mexico,North America,Plant,NA,CM334-45,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-0h-3,Mock-0h-3,CM334-45,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122683,SEOUL NATIONAL UNIVERSITY,SRX3235281,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,Mock-30m-1,PRJNA223222,2017,202,1363682810,927986833,Leaves,Mock-30m-1,Mexico,North America,Plant,NA,CM334-46,Four-week,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,Mock-30m-1,Mock-30m-1,CM334-46,Four-week,,NA,NA,NA,NA,Leaves,Leaf,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122684,SEOUL NATIONAL UNIVERSITY,SRX3235280,Illumina HiSeq 2000,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,PRB10-1,PRJNA223222,2017,50,367672650,358102874,Pericarp,PRB10-1,Mexico,North America,Plant,NA,CM334-40,Breaker plus10,48 days post inoculation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,PRB10-1,PRB10-1,CM334-40,Breaker plus10,48 days post inoculation,NA,NA,NA,NA,Pericarp,Pericarp,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122685,SEOUL NATIONAL UNIVERSITY,SRX3235279,Illumina HiSeq 2000,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,PRB5-3,PRJNA223222,2017,50,372368300,362502640,Pericarp,PRB5-3,Mexico,North America,Plant,NA,CM334-39,Breaker plus5,43 days post inoculation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,PRB5-3,PRB5-3,CM334-39,Breaker plus5,43 days post inoculation,NA,NA,NA,NA,Pericarp,Pericarp,,PRJNA223222,,,,,Mexico,North America,NA
SRR6122686,SEOUL NATIONAL UNIVERSITY,SRX3235278,Illumina HiSeq 2000,PAIRED,size fractionation,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2018,PRB5-2,PRJNA223222,2017,50,308590850,302119343,Pericarp,PRB5-2,Mexico,North America,Plant,NA,CM334-38,Breaker plus5,43 days post inoculation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,PRB5-2,PRB5-2,CM334-38,Breaker plus5,43 days post inoculation,NA,NA,NA,NA,Pericarp,Pericarp,,PRJNA223222,,,,,Mexico,North America,NA
